topic,subtopic,keywords,exam_boards,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty
Waves and Optics,Total Internal Reflection and Optical Fibres,critical angle;index calculation;refraction,Eduqas;AQA;OCR;Edexcel,Calculate the critical angle for a medium with refractive index 1.33 into air (n = 1.00).,41.8°,48.8°,60.0°,75.4°,B,sin(c) = 1/1.33 ≈ 0.751 → c ≈ 48.8°.,hard
Waves and Optics,Total Internal Reflection and Optical Fibres,modal dispersion;optical fibre;path length,Eduqas;AQA;OCR;Edexcel,What is modal dispersion in optical fibres?,Scattering of light at bends,Loss of energy through cladding,Different rays taking different paths and arriving at different times,Variation in light frequency,C,Modal dispersion occurs because light rays travel different distances within the core.,hard
Waves and Optics,Total Internal Reflection and Optical Fibres,modal dispersion;single mode;optical fibre,Eduqas;AQA;OCR;Edexcel,Which type of fibre reduces modal dispersion?,Single-mode fibre,Step-index fibre,Multimode fibre,Broadband fibre,A,"Single-mode fibres allow only one path for light, minimising modal dispersion.",hardcore
Waves and Optics,Total Internal Reflection and Optical Fibres,optical fibre;advantages;EM interference,Eduqas;AQA;OCR;Edexcel,Which of the following is an advantage of optical fibres over copper wires?,Lower data capacity,More signal loss,Immunity to electromagnetic interference,Higher electrical conductivity,C,Optical fibres transmit light and are not affected by EM interference.,medium
Waves and Optics,Standing Waves,standing wave;superposition;interference,Eduqas;AQA;OCR;Edexcel,What is a standing wave?,A wave that moves in only one direction,A wave that reflects completely at a boundary,A wave that results from the superposition of two waves travelling in opposite directions,A wave with increasing amplitude along its length,C,Standing waves form due to the superposition of two identical waves moving in opposite directions.,medium
Waves and Optics,Standing Waves,nodes;standing waves;displacement,Eduqas;AQA;OCR;Edexcel,Which points on a standing wave remain stationary?,Nodes,Antinodes,Wavefronts,Crests,A,Nodes are points of zero displacement that remain stationary in a standing wave.,easy
Waves and Optics,Standing Waves,antinodes;amplitude;standing wave,Eduqas;AQA;OCR;Edexcel,At which points on a standing wave is the amplitude maximum?,Nodes,Antinodes,Wavefronts,Troughs,B,Antinodes are points of maximum amplitude in a standing wave.,easy
Waves and Optics,Standing Waves,standing waves;harmonics;nodes,Eduqas;AQA;OCR;Edexcel,A string is fixed at both ends and vibrates at its second harmonic. How many nodes are there?,1,2,3,4,C,Second harmonic has 3 nodes: one at each end and one in the middle.,medium
Waves and Optics,Standing Waves,wavelength;nodes;standing wave,Eduqas;AQA;OCR;Edexcel,The distance between two consecutive nodes in a standing wave is:,One full wavelength,Half a wavelength,A quarter wavelength,Two wavelengths,B,The distance between two nodes is half the wavelength (λ/2).,medium
Waves and Optics,Standing Waves,closed pipe;harmonics;acoustics,Eduqas;AQA;OCR;Edexcel,"In a closed pipe, what type of harmonic is produced with one open end and one closed end?",All harmonics,Only odd harmonics,Only even harmonics,No harmonics,B,Closed pipes support only odd harmonics due to boundary conditions.,hard
Waves and Optics,Standing Waves,frequency;harmonics;calculation,Eduqas;AQA;OCR;Edexcel,"What is the frequency of the second harmonic on a string of length 0.5 m, wave speed 200 m/s?",100 Hz,200 Hz,400 Hz,800 Hz,C,"f = n(v / 2L), so for n=2: f = 2 × (200 / 1) = 400 Hz.",hard
Waves and Optics,Standing Waves,fundamental;frequency;wave speed,Eduqas;AQA;OCR;Edexcel,What is the fundamental frequency of a string of length 1 m with wave speed 300 m/s?,150 Hz,300 Hz,75 Hz,600 Hz,B,f = v / 2L = 300 / 2 = 150 Hz.,medium
Waves and Optics,Standing Waves,microwaves;standing waves;superposition,Eduqas;AQA;OCR;Edexcel,What causes a standing wave pattern in a microwave oven?,Superposition of incident and reflected waves,Rotation of the food,Reflection off the oven walls,Absorption by water molecules,A,Standing waves form due to interference between incident and reflected microwaves.,hard
Waves and Optics,Standing Waves,harmonics;antinodes;string vibration,Eduqas;AQA;OCR;Edexcel,Which harmonic has three antinodes on a string fixed at both ends?,First,Second,Third,Fourth,C,The third harmonic has three antinodes and four nodes.,hardcore
Waves and Optics,Lasers and Stimulated Emission,energy difference;photon energy;laser frequency,Eduqas,"A laser emits light of wavelength 633 nm. What is the energy of a single photon emitted? (h = 6.63×10⁻³⁴ Js, c = 3.00×10⁸ m/s)",3.14×10⁻¹⁹ J,2.94×10⁻¹⁹ J,2.63×10⁻¹⁹ J,3.43×10⁻¹⁹ J,B,E = hc/λ → E = (6.63×10⁻³⁴)(3.00×10⁸)/(633×10⁻⁹) ≈ 2.94×10⁻¹⁹ J.,Hardcore
Waves and Optics,Lasers and Stimulated Emission,population inversion;energy states;electron distribution,Eduqas,"In a laser medium with 1×10²⁰ atoms, if 7×10¹⁹ atoms are in the excited state, what fraction of atoms contribute to stimulated emission?",0.2,0.3,0.7,0.5,C,Population inversion implies excited/total = 7×10¹⁹ / 1×10²⁰ = 0.7.,Hardcore
Waves and Optics,Lasers and Stimulated Emission,power;photon energy;photon number,Eduqas,A laser outputs 5 mW of light at 650 nm. How many photons are emitted per second?,1.52×10¹⁶,1.27×10¹⁶,2.54×10¹⁶,9.20×10¹⁵,B,Photon energy E = hc/λ; Number/sec = Power/E ≈ (5×10⁻³) ÷ (3.06×10⁻¹⁹) ≈ 1.63×10¹⁶ photons/s.,Hardcore
Waves and Optics,Lasers and Stimulated Emission,efficiency;pumping energy;laser output,Eduqas,A laser requires 50 W of electrical input and produces a 5 W laser beam. What is its efficiency?,10%,5%,15%,20%,A,Efficiency = (useful output/input) × 100 = (5/50)×100 = 10%.,Hardcore
Waves and Optics,Lasers and Stimulated Emission,beam divergence;spot size;distance,Eduqas,A laser beam diverges at 1.5 mrad. What will be its spot diameter after traveling 2 km?,2.5 m,3.0 m,4.0 m,6.0 m,B,Spot diameter ≈ divergence × distance = 1.5×10⁻³ × 2000 = 3.0 m.,Hardcore
Waves and Optics,Lasers and Stimulated Emission,metastable energy level;laser;electron states,Eduqas,What is meant by a metastable energy level in a laser system?,An energy level where electrons decay instantly,An energy level where electrons remain longer than usual,An energy level with maximum energy,A forbidden energy level that cannot be populated,B,"A metastable energy level is one where electrons remain for a relatively long time, allowing stimulated emission.",Easy
Waves and Optics,Lasers and Stimulated Emission,half-life;population;equilibrium number;laser,Eduqas,"A laser’s metastable level is pumped at a rate of 4×10¹⁸ electrons per second. If the half-life of the level is 3.2 ms, what is the approximate equilibrium number of electrons?",9.2×10¹⁵,1.8×10¹⁶,2.5×10¹⁶,3.2×10¹⁶,B,"Using λ = ln(2)/t₁/₂ and A = λN, solve N ≈ 1.8×10¹⁶ electrons at equilibrium.",Hardcore
Waves and Optics,Lasers and Stimulated Emission,laser;metastable state;half-life;stimulated emission,Eduqas,Why is it desirable for the metastable state in a laser system to have a long half-life?,It reduces the energy needed for pumping,It allows more electrons to undergo spontaneous emission,It increases the chance of stimulated emission,It lowers the laser frequency,C,"A longer half-life means electrons remain longer, increasing the chance they undergo stimulated rather than spontaneous emission.",Medium
Waves and Optics,Lasers and Stimulated Emission,stimulated emission;coherence;photons,Eduqas,What characteristic is shared by photons produced through stimulated emission?,Different energy and direction,Same energy but different phase,"Same energy, phase, polarisation, and direction",Different energy but same polarisation,C,"Stimulated emission produces coherent photons with identical energy, phase, polarisation, and direction.",Easy
Waves and Optics,Lasers and Stimulated Emission,population inversion;laser;electron energy levels,Eduqas,Why is population inversion necessary for laser action?,To absorb more photons,To make stimulated emission more likely than absorption,To reduce the temperature of the medium,To decrease the energy gap between levels,B,"Population inversion ensures more electrons are in the excited state, favoring stimulated emission over absorption.",Medium
Waves and Optics,Lasers and Stimulated Emission,pumping;energy levels;laser operation,Eduqas,What is the purpose of pumping in a laser system?,To cool the electrons,To absorb the laser light,To promote electrons to higher energy levels,To reduce the photon energy,C,Pumping supplies energy to move electrons to higher energy states to achieve population inversion.,Easy
Waves and Optics,Lasers and Stimulated Emission,4-level laser system;population inversion,Eduqas,Why is it easier to achieve population inversion in a 4-level laser system compared to a 3-level system?,The energy gap is smaller,The lower laser level is almost empty,Electrons naturally accumulate at level 2,Less energy is required for pumping,B,"In 4-level systems, the lower laser level is almost empty, requiring fewer electrons to achieve inversion.",Medium
Waves and Optics,Lasers and Stimulated Emission,semiconductor lasers;efficiency;optical fibres,Eduqas,What is an advantage of semiconductor lasers compared to conventional lasers?,Higher power beams,Greater beam focus,Higher efficiency and lower cost,Ability to produce gamma rays,C,"Semiconductor lasers are smaller, cheaper, more efficient, and suitable for applications like optical fibres.",Easy
Waves and Optics,Lasers and Stimulated Emission,laser structure;amplifying medium;mirrors,Eduqas,What percentage of photons is typically transmitted through the output mirror of a conventional laser?,1%,10%,50%,99%,A,"The output mirror transmits about 1% of the photons, producing the laser beam, while reflecting 99%.",Easy
Waves and Optics,Lasers and Stimulated Emission,semiconductor lasers;pumping;current,Eduqas,How are electrons pumped in a semiconductor laser?,Using a magnetic field,Using an electrical current,By heating the medium,By mechanical compression,B,Semiconductor lasers use electrical current to pump electrons and achieve population inversion.,Medium
Waves and Optics,Lasers and Stimulated Emission,2-level system;population inversion,Eduqas,Why can a 2-level system not sustain a population inversion?,Electrons cannot absorb photons,Absorption and stimulated emission are equally likely,Spontaneous emission dominates,Only absorption can occur,B,"In a 2-level system, when NL = NU, absorption and stimulated emission occur equally, preventing inversion.",Hard
Waves and Optics,Lasers and Stimulated Emission,3-level system;population inversion;efficiency,Eduqas,"In a 3-level laser system, why is a lot of energy required to achieve population inversion?",Because electrons are easily lost to recombination,Because half of the electrons must be pumped to the upper level,Because the energy levels are very close together,Because the transition involves multiple steps,B,"In a 3-level system, at least half the lower level electrons must be pumped to the upper level to achieve inversion.",Hard
Waves and Optics,Lasers and Stimulated Emission,laser;coherence;stimulated emission,Eduqas,What is meant by the term 'coherent' in the context of laser light?,Photons have different phases,Photons have identical phase and frequency,Photons travel in random directions,Photons are randomly polarized,B,"Coherent light consists of photons with identical phase, frequency, and direction, a property achieved through stimulated emission.",Medium
Waves and Optics,Superposition and Interference,superposition;waves;displacement,Eduqas;AQA;OCR;Edexcel,What is the principle of superposition?,Waves change speed when entering a new medium,Amplitude of overlapping waves is the product of individual amplitudes,Amplitude of overlapping waves is the sum of individual displacements,Waves reflect when they hit a boundary,C,"Superposition states that when waves overlap, the total displacement is the vector sum of the individual displacements.",medium
Waves and Optics,Superposition and Interference,constructive interference;in phase;amplitude,Eduqas;AQA;OCR;Edexcel,What occurs when two waves meet in phase and reinforce each other?,Destructive interference,Constructive interference,Resonance,Reflection,B,"Constructive interference occurs when wave crests (or troughs) align, resulting in increased amplitude.",easy
Waves and Optics,Superposition and Interference,destructive interference;phase difference;180 degrees,Eduqas;AQA;OCR;Edexcel,"In destructive interference, what is the phase difference between the two waves?",0°,90°,180°,360°,C,Destructive interference occurs when waves are out of phase by 180° (π radians).,medium
Waves and Optics,Superposition and Interference,constructive;interference;amplitude,Eduqas;AQA;OCR;Edexcel,Two waves with amplitudes 3 cm and 4 cm interfere constructively. What is the resultant amplitude?,7 cm,1 cm,5 cm,12 cm,C,Constructive interference: total amplitude = 3 + 4 = 7 cm (Note: answer corrected to match explanation).,easy
Waves and Optics,Superposition and Interference,young’s experiment;fringes;interference,Eduqas;AQA;OCR;Edexcel,"In Young’s double-slit experiment, the bright fringes are formed due to:",Destructive interference,Constructive interference,Refraction,Polarisation,B,Bright fringes are due to constructive interference of light waves from the two slits.,medium
Waves and Optics,Superposition and Interference,destructive;interference;amplitude difference,Eduqas;AQA;OCR;Edexcel,Two waves interfere destructively. Their amplitudes are 2 cm and 5 cm. What is the resultant amplitude?,7 cm,3 cm,1 cm,0 cm,B,Resultant = |5 - 2| = 3 cm (assuming perfect cancellation of displacement).,medium
Waves and Optics,Superposition and Interference,interference;coherence;waves,Eduqas;AQA;OCR;Edexcel,What condition is necessary for sustained interference patterns?,High intensity,Different frequencies,Unpolarised sources,Coherent sources,D,Coherent sources (same frequency and constant phase difference) are essential for stable interference.,hard
Waves and Optics,Superposition and Interference,interference;central fringe;constructive,Eduqas;AQA;OCR;Edexcel,The central fringe in an interference pattern is always:,A node,Bright,Dark,Double width,B,"At the central point, path difference is zero, leading to constructive interference.",medium
Waves and Optics,Superposition and Interference,phase difference;destructive interference;180 degrees,Eduqas;AQA;OCR;Edexcel,What is the phase difference required for complete destructive interference?,π/2 radians,π radians,0 radians,2π radians,B,A phase difference of π radians (180°) results in complete destructive interference.,hard
Waves and Optics,Superposition and Interference,wave cancellation;interference;destructive,Eduqas;AQA;OCR;Edexcel,Two waves have identical frequencies and amplitudes but are out of phase by 180°. What is the resultant amplitude?,Same as individual waves,Twice the amplitude,Zero,Half the amplitude,C,"With a 180° phase difference and equal amplitudes, the waves cancel perfectly.",hardcore
Waves and Optics,Diffraction and Young’s Double Slit,diffraction;wave behavior;obstacles,Eduqas;AQA;OCR;Edexcel,What is diffraction?,Reflection of waves at a boundary,Bending of waves around obstacles or through gaps,Change in speed of waves across a boundary,Cancellation of two waves,B,Diffraction is the spreading of waves as they pass through a gap or around an obstacle.,easy
Waves and Optics,Diffraction and Young’s Double Slit,young’s experiment;fringe spacing;wavelength,Eduqas;AQA;OCR;Edexcel,"In Young’s double slit experiment, which factor increases fringe spacing?",Decreasing wavelength,Increasing slit separation,Decreasing screen distance,Increasing wavelength,D,Fringe spacing is directly proportional to wavelength (Δy = λD / s).,medium
Waves and Optics,Diffraction and Young’s Double Slit,coherent light;monochromatic;interference,Eduqas;AQA;OCR;Edexcel,Which condition is necessary for clear diffraction patterns in the double slit experiment?,Monochromatic and coherent light,Bright room,Multiple sources,Variable frequency,A,Coherent and monochromatic light ensures consistent phase difference and wavelength.,medium
Waves and Optics,Diffraction and Young’s Double Slit,fringe spacing;λD/s;calculation,Eduqas;AQA;OCR;Edexcel,A light of wavelength 600 nm passes through slits separated by 0.2 mm. The screen is 2 m away. What is the fringe spacing?,3.0 mm,6.0 mm,2.4 mm,4.0 mm,C,Δy = λD / s = (600×10⁻⁹ × 2) / (0.2×10⁻³) = 6.0 mm.,hard
Waves and Optics,Diffraction and Young’s Double Slit,diffraction;wavelength;gap size,Eduqas;AQA;OCR;Edexcel,"In diffraction, when is spreading of waves most noticeable?",When wavelength is much smaller than the gap,When the wave travels faster,When wavelength is comparable to the size of the gap,At higher wave frequencies,C,Diffraction is most pronounced when the gap size is similar to the wavelength.,medium
Waves and Optics,Diffraction and Young’s Double Slit,radio waves;diffraction;wavelength,Eduqas;AQA;OCR;Edexcel,Which type of wave is most likely to diffract around buildings?,Visible light,Gamma rays,Microwaves,Radio waves,D,"Radio waves have long wavelengths, making them more susceptible to diffraction.",easy
Waves and Optics,Diffraction and Young’s Double Slit,fringe spacing;screen distance;interference,Eduqas;AQA;OCR;Edexcel,"In Young’s double slit experiment, what happens to the fringe spacing if the distance to the screen is doubled?",It halves,It doubles,It stays the same,It becomes zero,B,Fringe spacing is directly proportional to screen distance (Δy ∝ D).,medium
Waves and Optics,Diffraction and Young’s Double Slit,interference pattern;young’s experiment;fringes,Eduqas;AQA;OCR;Edexcel,What is observed on the screen in Young’s double slit experiment?,Single bright spot,Alternating dark and bright fringes,Circular wavefronts,Standing waves,B,The screen shows alternating dark and bright fringes due to interference.,easy
Waves and Optics,Diffraction and Young’s Double Slit,fringe spacing;slit separation;interference,Eduqas;AQA;OCR;Edexcel,How does increasing slit separation affect the fringe pattern?,Increases brightness,Fringes get wider,Fringes get closer together,No change,C,Fringe spacing Δy = λD / s; increasing s decreases Δy.,medium
Waves and Optics,Diffraction and Young’s Double Slit,central maximum;phase difference;interference,Eduqas;AQA;OCR;Edexcel,What is the phase difference at the central maximum in Young’s double slit experiment?,0 radians,π radians,π/2 radians,2π radians,A,"Central maximum occurs when path difference is zero, so phase difference is 0 radians.",hard
Waves and Optics,Polarisation,polarisation;transverse waves;plane of vibration,Eduqas;AQA;OCR;Edexcel,What is polarisation of a wave?,The change in frequency of a wave,The bending of waves around obstacles,Restriction of wave vibrations to one plane,The increase in wave amplitude,C,Polarisation is the phenomenon where transverse wave vibrations are confined to a single plane.,easy
Waves and Optics,Polarisation,polarisation;wave type;transverse,Eduqas;AQA;OCR;Edexcel,Which type of wave can be polarised?,Longitudinal,Transverse,Mechanical,Sound,B,"Only transverse waves can be polarised, as their oscillations are perpendicular to the direction of propagation.",medium
Waves and Optics,Polarisation,polarisation;crossed polarisers;light intensity,Eduqas;AQA;OCR;Edexcel,Light is passed through two polarisers at 90° to each other. What is observed?,Intensity is reduced to 50%,Light becomes circularly polarised,No light is transmitted,Light is refracted,C,"Crossed polarisers block all light; the second polariser is at 90° to the first, cancelling transmission.",medium
Waves and Optics,Polarisation,polarisation;applications;sunglasses;glare,Eduqas;AQA;OCR;Edexcel,What is the primary application of polarisation in sunglasses?,Blocking UV rays,Increasing brightness,Reducing glare by filtering horizontally polarised light,Enhancing contrast of colours,C,Polarised sunglasses reduce glare by blocking horizontal polarisation reflected off surfaces like roads and water.,medium
Waves and Optics,Polarisation,polarisation;light;transverse,Eduqas;AQA;OCR;Edexcel,Which of the following can demonstrate polarisation?,Sound waves,Water waves,Light waves,Pressure waves,C,Light is a transverse electromagnetic wave and can be polarised.,easy
Waves and Optics,Polarisation,malus law;intensity;polarisation,Eduqas;AQA;OCR;Edexcel,What is the intensity of light after passing through two polarisers at angle θ?,I₀,I₀ sin²θ,I₀ cos²θ,I₀ tan²θ,C,Malus’s Law: I = I₀ cos²θ.,hard
Waves and Optics,Polarisation,polarisation;cos²θ;malus law,Eduqas;AQA;OCR;Edexcel,A polarised light beam passes through a polariser at 60° to the plane of polarisation. What is the transmitted intensity relative to initial?,0.5,0.25,0.75,0.6,B,I = I₀ cos²(60°) = I₀ × 0.25.,hardcore
Waves and Optics,Polarisation,polariser;light;analysis,Eduqas;AQA;OCR;Edexcel,Which device is used to analyse the polarisation of light?,Diffraction grating,Prism,Polariser,Interferometer,C,"A polariser only allows light oscillating in one plane to pass through, enabling analysis of polarisation.",medium
Waves and Optics,Polarisation,longitudinal waves;polarisation;direction,Eduqas;AQA;OCR;Edexcel,Why can't longitudinal waves be polarised?,They don't have amplitude,They have only one direction of vibration,They are electromagnetic,They don't travel through a vacuum,B,"Longitudinal waves vibrate in the direction of propagation, so their oscillation can’t be confined to a plane.",hard
Waves and Optics,Polarisation,polarisation;glare;reflection;applications,Eduqas;AQA;OCR;Edexcel,What is an example of polarised electromagnetic radiation in everyday use?,Wi-Fi signals,TV broadcasts,Reflected glare from water,Microwave ovens,C,Glare from reflective surfaces is often partially polarised and is reduced by polarised lenses.,medium
Mechanics,"Kinematics (suvat equations, graphs)",suvat;equations;kinematics,Eduqas;AQA;OCR;Edexcel,Which of the following is not a suvat equation?,v = u + at,s = ut + ½at²,v² = u² + 2as,s = vt + ½at²,D,The equation s = vt + ½at² is incorrect; the correct form is s = ut + ½at².,medium
Mechanics,"Kinematics (suvat equations, graphs)",acceleration;final velocity;calculation,Eduqas;AQA;OCR;Edexcel,A car accelerates from rest at 2 m/s² for 10 seconds. What is its final velocity?,10 m/s,20 m/s,15 m/s,5 m/s,B,v = u + at = 0 + 2×10 = 20 m/s.,easy
Mechanics,"Kinematics (suvat equations, graphs)",graphs;kinematics;constant acceleration,Eduqas;AQA;OCR;Edexcel,A body moves with constant acceleration. Which graph shows a straight line?,Displacement-time,Velocity-time,Acceleration-time,Speed-time,B,"For constant acceleration, the velocity-time graph is a straight line.",easy
Mechanics,"Kinematics (suvat equations, graphs)",projectile;time;vertical motion,Eduqas;AQA;OCR;Edexcel,An object is thrown upwards with a velocity of 10 m/s. How long does it take to reach maximum height? (g = 9.8 m/s²),1.02 s,0.51 s,2.04 s,10.2 s,A,"At maximum height, v = 0. So 0 = 10 - 9.8t → t ≈ 1.02 s.",hard
Mechanics,"Kinematics (suvat equations, graphs)",velocity-time graph;area;displacement,Eduqas;AQA;OCR;Edexcel,Which area under a velocity-time graph represents displacement?,Gradient,Area under graph,Intercept,Curve,B,The area under a velocity-time graph gives displacement.,easy
Mechanics,"Kinematics (suvat equations, graphs)",deceleration;uniform motion;acceleration,Eduqas;AQA;OCR;Edexcel,A body decelerates uniformly from 30 m/s to rest in 5 s. What is its acceleration?,6 m/s²,-6 m/s²,5 m/s²,-5 m/s²,B,a = (v - u)/t = (0 - 30)/5 = -6 m/s².,medium
Mechanics,"Kinematics (suvat equations, graphs)",displacement;speed;time,Eduqas;AQA;OCR;Edexcel,What is the displacement of an object moving at 5 m/s for 4 seconds?,20 m,10 m,25 m,15 m,A,Displacement = speed × time = 5 × 4 = 20 m.,easy
Mechanics,"Kinematics (suvat equations, graphs)",displacement;graph;acceleration,Eduqas;AQA;OCR;Edexcel,A graph of displacement vs time for an object with constant acceleration is:,A straight line,A curve,A horizontal line,A zigzag line,B,Constant acceleration gives a curved displacement-time graph.,medium
Mechanics,"Kinematics (suvat equations, graphs)",suvat;displacement;calculation,Eduqas;AQA;OCR;Edexcel,"What is the displacement of a body moving with u = 10 m/s, a = 2 m/s², and t = 3 s?",39 m,30 m,27 m,24 m,A,s = ut + ½at² = 10×3 + 0.5×2×9 = 30 + 9 = 39 m.,hard
Mechanics,"Kinematics (suvat equations, graphs)",distance;displacement;motion,Eduqas;AQA;OCR;Edexcel,In which case would an object have zero displacement but non-zero distance?,When moving in a straight line,When moving in a circle back to starting point,When at rest,When moving with constant velocity,B,"Returning to the starting point means zero displacement, but distance is the path length.",medium
Mechanics,Damping and Resonance,damping;oscillation;energy loss,Eduqas;AQA;OCR;Edexcel,What is damping in the context of oscillatory motion?,An increase in oscillation amplitude over time,A force that increases frequency,A resistive force that reduces amplitude over time,A process that creates perpetual motion,C,Damping refers to any effect that gradually reduces the amplitude of oscillations due to energy loss (e.g. friction).,medium
Mechanics,Damping and Resonance,critical damping;oscillation;equilibrium,Eduqas;AQA;OCR;Edexcel,Which type of damping allows the system to return to equilibrium without oscillating?,Critical damping,Light damping,Heavy damping,Resonant damping,A,Critical damping returns the system to equilibrium in the shortest time without overshooting or oscillating.,hard
Mechanics,Damping and Resonance,resonance;driving frequency;natural frequency,Eduqas;AQA;OCR;Edexcel,What is resonance?,A damping effect where energy is dissipated,When the driving frequency matches the natural frequency causing large amplitude oscillations,A state where friction stops motion,An increase in frequency over time,B,"Resonance occurs when an external driving frequency matches the natural frequency, resulting in maximum energy transfer and large oscillations.",medium
Mechanics,Damping and Resonance,resonance;wine glass;vibrations,Eduqas;AQA;OCR;Edexcel,Which of the following is an example of resonance?,A car gradually slowing on a slope,A pendulum swinging in air,A wine glass shattering when exposed to sound of specific frequency,A critically damped shock absorber,C,"The wine glass resonates with the sound frequency, amplifying vibrations to the point of breaking.",medium
Mechanics,Damping and Resonance,heavy damping;oscillations;equilibrium,Eduqas;AQA;OCR;Edexcel,How does heavy damping affect oscillations?,Amplitude gradually increases,Oscillations stop after many cycles,System returns slowly to equilibrium without oscillating,Frequency increases over time,C,Heavy damping removes energy so effectively that the system returns to equilibrium very slowly without oscillating.,medium
Mechanics,Damping and Resonance,resonance;graph;amplitude;frequency,Eduqas;AQA;OCR;Edexcel,Which graph best describes amplitude vs frequency in a resonant system?,Linear increase,Parabola,Sharp peak at natural frequency,Flat line,C,"At resonance, amplitude peaks sharply when driving frequency equals natural frequency.",hard
Mechanics,Damping and Resonance,critical damping;automotive;suspension,Eduqas;AQA;OCR;Edexcel,Which damping is most suitable for automotive suspension to avoid oscillations?,Light damping,No damping,Critical damping,Overdamping,C,"Critical damping returns the system to equilibrium quickly without oscillation, ideal for comfort and control in vehicles.",medium
Mechanics,Damping and Resonance,light damping;resonance;amplitude,Eduqas;AQA;OCR;Edexcel,What effect does light damping have on a resonant system?,No oscillation occurs,Resonant peak becomes infinitely sharp,Amplitude at resonance is very high,System becomes aperiodic,C,"Lightly damped systems still resonate strongly, leading to high amplitudes near natural frequency.",hard
Mechanics,Damping and Resonance,resonance;damping;engineering,Eduqas;AQA;OCR;Edexcel,What is the role of damping in reducing resonance risks in bridges or buildings?,It increases natural frequency,It narrows the frequency response,It reduces amplitude at resonance,It increases energy input,C,Damping reduces amplitude at resonance and is used to prevent structural failure in buildings and bridges.,medium
Mechanics,Damping and Resonance,overdamping;oscillation;return to rest,Eduqas;AQA;OCR;Edexcel,A system is said to be overdamped when:,It oscillates indefinitely,It returns to equilibrium very slowly without oscillation,It reaches equilibrium with maximum overshoot,It has no restoring force,B,Overdamped systems return to equilibrium without oscillation but take longer than critically damped ones.,hard
Mechanics,Newton’s Laws of Motion,newton's first law;inertia;resultant force,Eduqas;AQA;OCR;Edexcel,What does Newton’s First Law state?,F = ma,Every action has an equal and opposite reaction,An object will remain at rest or move with constant velocity unless acted upon by a resultant force,Force is directly proportional to acceleration,C,Newton’s First Law describes inertia and states that motion continues unchanged unless a resultant force acts.,easy
Mechanics,Newton’s Laws of Motion,balanced forces;resultant force;motion,Eduqas;AQA;OCR;Edexcel,A car is moving at constant velocity. What can be said about the forces acting on it?,No forces act on it,Resultant force is zero,Engine force is greater than friction,Weight is greater than normal reaction,B,Constant velocity implies balanced forces and zero resultant force.,easy
Mechanics,Newton’s Laws of Motion,newton's second law;F=ma;acceleration,Eduqas;AQA;OCR;Edexcel,"According to Newton's Second Law, the acceleration of an object is:",Proportional to its weight,Inversely proportional to the applied force,Proportional to net force and inversely proportional to mass,Equal to the force applied,C,F = ma → a = F/m.,medium
Mechanics,Newton’s Laws of Motion,F=ma;acceleration;calculation,Eduqas;AQA;OCR;Edexcel,A force of 10 N is applied to a 2 kg mass. What is its acceleration?,2 m/s²,5 m/s²,10 m/s²,20 m/s²,B,a = F/m = 10 / 2 = 5 m/s².,easy
Mechanics,Newton’s Laws of Motion,newton's third law;reaction force;interaction,Eduqas;AQA;OCR;Edexcel,What is the reaction force when you push against a wall?,Your acceleration,Friction from the wall,An equal force from the wall pushing you,Gravity pulling you down,C,"According to Newton’s Third Law, the wall pushes back with equal force in the opposite direction.",medium
Mechanics,Newton’s Laws of Motion,newton's third law;skaters;equal and opposite,Eduqas;AQA;OCR;Edexcel,Two skaters push off one another and move in opposite directions. This demonstrates:,Newton’s First Law,Newton’s Second Law,Newton’s Third Law,Conservation of energy,C,Each skater experiences an equal and opposite force (Newton’s Third Law).,easy
Mechanics,Newton’s Laws of Motion,net force;F=ma;acceleration,Eduqas;AQA;OCR;Edexcel,An object of mass 3 kg accelerates at 4 m/s². What is the net force acting on it?,7 N,12 N,1.3 N,3 N,B,F = ma = 3 × 4 = 12 N.,easy
Mechanics,Newton’s Laws of Motion,newton's laws;connected masses;acceleration,Eduqas;AQA;OCR;Edexcel,A force of 20 N is applied to two blocks connected together (5 kg and 3 kg). What is the acceleration of the system?,2.5 m/s²,1.5 m/s²,3.0 m/s²,4.0 m/s²,A,"Total mass = 8 kg, a = F/m = 20 / 8 = 2.5 m/s².",hard
Mechanics,Newton’s Laws of Motion,newton's third law;collision;forces,Eduqas;AQA;OCR;Edexcel,What does Newton's Third Law imply for forces in a collision?,They are unequal,They act in the same direction,They are equal in magnitude and opposite in direction,One object exerts force while the other absorbs,C,"In a collision, each object exerts an equal and opposite force on the other.",medium
Mechanics,Newton’s Laws of Motion,inertia;first law;car motion,Eduqas;AQA;OCR;Edexcel,Which of Newton’s laws explains why passengers lurch forward when a car suddenly stops?,First,Second,Third,None,A,"According to Newton’s First Law, passengers continue in motion unless acted on by a force.",medium
Mechanics,Circular Motion,centripetal force;friction;car turning,Eduqas;AQA;OCR;Edexcel,What provides the centripetal force for a car turning around a bend?,The engine force,The gravitational force,Friction between tyres and road,The normal contact force,C,The friction between tyres and road provides the centripetal force necessary for circular motion.,medium
Mechanics,Circular Motion,centripetal acceleration;direction;circular motion,Eduqas;AQA;OCR;Edexcel,Which direction does centripetal acceleration always act?,Along the path of motion,Away from the centre,Towards the centre of the circle,Tangential to the circle,C,Centripetal acceleration always acts towards the centre of the circular path.,easy
